Timestamp,X,Y,Z,Xangle,Yangle,Zangle
6.41735,0.9636176,1.086104,0.5865446,0.2105935,-0.3168749,-0.4569315
6.437843,0.9650898,1.086039,0.5881073,0.2098843,-0.3146273,-0.457549
6.457857,0.9658337,1.085829,0.5890172,0.2096309,-0.3133709,-0.4579054
6.477905,0.9670169,1.085801,0.5908179,0.2093318,-0.3113192,-0.4592802
6.497797,0.9680154,1.085571,0.5924883,0.2083136,-0.3095586,-0.4603129
6.51771,0.9697027,1.085509,0.5944558,0.2065792,-0.3074041,-0.460684
6.53802,0.9717839,1.085052,0.5967059,0.2058971,-0.3041057,-0.4614623
6.559723,0.9736414,1.084608,0.5990123,0.2051877,-0.3012631,-0.4628359
6.580857,0.9745054,1.084469,0.6000019,0.2048161,-0.3000628,-0.4633933
6.603353,0.9775965,1.084102,0.6033466,0.2023149,-0.2967225,-0.4642411
6.62598,0.9796894,1.08381,0.6059151,0.2008669,-0.2936045,-0.4649754
6.649246,0.9817555,1.083226,0.6081843,0.199924,-0.2900083,-0.4657935
6.673258,0.9844005,1.082713,0.6107535,0.1988842,-0.286579,-0.4669155
6.696767,0.9869676,1.082329,0.6131321,0.1974748,-0.2831456,-0.4684504
6.72053,0.9898248,1.081838,0.6153722,0.1955896,-0.280064,-0.4689859
6.74418,0.9927571,1.081243,0.6178514,0.1942938,-0.27635,-0.4694718
6.768529,0.9955702,1.080632,0.6204358,0.1935085,-0.2721004,-0.4705443
6.791911,0.9984415,1.080109,0.622942,0.1924423,-0.2678854,-0.471447
6.815183,1.002924,1.079275,0.6264422,0.1898111,-0.2621717,-0.4735978
6.83852,1.005639,1.078998,0.6288521,0.187796,-0.2587433,-0.4743135
6.861644,1.008593,1.078348,0.6312377,0.1861565,-0.2546963,-0.4749703
6.88491,1.01149,1.07759,0.6337813,0.184625,-0.2502945,-0.475891
6.908484,1.014427,1.077013,0.6361204,0.1831109,-0.2458432,-0.476777
6.931666,1.01752,1.076499,0.6386281,0.1815908,-0.2415201,-0.4777193
6.954933,1.020852,1.076231,0.6413484,0.1795779,-0.2377855,-0.4784894
6.979254,1.024215,1.076086,0.643641,0.1768233,-0.2337395,-0.4794522
7.002761,1.027713,1.075921,0.6460626,0.174695,-0.2297534,-0.4801461
7.026174,1.031915,1.075307,0.6494877,0.1725177,-0.2240022,-0.4803826
7.049642,1.034747,1.074902,0.6519096,0.1709708,-0.2200344,-0.4806374
7.073525,1.037898,1.075177,0.6543264,0.1690288,-0.216379,-0.4815761
7.098472,1.040877,1.075117,0.6564853,0.166716,-0.2135475,-0.481951
7.123012,1.043351,1.075503,0.6588049,0.1644433,-0.2109571,-0.4816911
7.147381,1.045921,1.075502,0.660894,0.1628289,-0.2078168,-0.4819947
7.171761,1.049406,1.075446,0.6637573,0.159959,-0.2039088,-0.4820163
7.197012,1.051725,1.075646,0.665464,0.1583712,-0.2006701,-0.4820583
7.22088,1.054276,1.075782,0.6673877,0.1568473,-0.1974462,-0.4831064
7.243994,1.056193,1.076072,0.6690345,0.1545838,-0.1958043,-0.4833325
7.267491,1.058396,1.076299,0.6705595,0.1523042,-0.1937463,-0.4836479
7.291025,1.060206,1.076063,0.6720926,0.1508093,-0.1908782,-0.483994
7.314174,1.062804,1.075435,0.6741002,0.149166,-0.186498,-0.4840841
7.338022,1.064809,1.075184,0.6753079,0.1482365,-0.18366,-0.4843763
7.361641,1.066697,1.074902,0.6764739,0.1470112,-0.1809765,-0.4849946
7.384581,1.06834,1.074784,0.6776996,0.1458378,-0.1789122,-0.4854357
7.409002,1.069726,1.074563,0.6783226,0.145035,-0.1770573,-0.4856213
7.43285,1.071022,1.074242,0.6791439,0.1443098,-0.1750747,-0.4856188
7.455847,1.072453,1.074037,0.6799386,0.143466,-0.1733543,-0.4848186
7.478844,1.074058,1.073497,0.6807754,0.1428648,-0.1711263,-0.4848609
7.501801,1.075447,1.07296,0.6817435,0.1427686,-0.1687175,-0.4861536
7.525506,1.077355,1.07222,0.6828866,0.1423684,-0.1657696,-0.4857352
7.549575,1.078544,1.071899,0.6838843,0.1417902,-0.1640116,-0.4856148
7.573806,1.079204,1.071499,0.6848443,0.1411287,-0.1625525,-0.4861192
7.596725,1.080332,1.071067,0.6858778,0.1401336,-0.16092,-0.486332
7.621058,1.081373,1.070721,0.687211,0.1394164,-0.1590677,-0.4864289
7.64386,1.082578,1.07066,0.6886911,0.1387329,-0.1572351,-0.4867454
7.666935,1.083806,1.07058,0.6902441,0.1377072,-0.1554655,-0.4868728
7.690381,1.08461,1.070647,0.6914203,0.1365804,-0.1540315,-0.4873911
7.727437,1.086386,1.070891,0.6940569,0.134108,-0.1524931,-0.4881019
7.750104,1.0872,1.070909,0.6957389,0.1332505,-0.1515906,-0.4874423
7.773032,1.087987,1.070722,0.6971018,0.133241,-0.150085,-0.4873744
7.795809,1.088944,1.0706,0.6983341,0.1332725,-0.1489949,-0.4876477
7.818843,1.089227,1.070612,0.6993382,0.1323706,-0.1495308,-0.4869962
7.843642,1.089645,1.070586,0.70031,0.1316965,-0.1495292,-0.4860321
7.866811,1.090078,1.070418,0.7011759,0.1322713,-0.1487296,-0.4858445
7.889817,1.089879,1.070206,0.701722,0.1328021,-0.1487512,-0.4860299
7.912457,1.089546,1.070362,0.7022097,0.1323519,-0.1495431,-0.485218
7.93579,1.089275,1.070279,0.7023838,0.1320687,-0.1504129,-0.4849267
7.959106,1.088813,1.070329,0.7032168,0.1327801,-0.1510333,-0.4847516
7.984117,1.08856,1.070391,0.7036324,0.1331136,-0.1512328,-0.4850256
8.008437,1.08835,1.070733,0.7037067,0.132991,-0.1519038,-0.4849806
8.033128,1.087786,1.071,0.7036066,0.1328291,-0.1537761,-0.4843261
8.059324,1.086599,1.071412,0.7029886,0.1324445,-0.156047,-0.4847736
8.084392,1.086281,1.07143,0.7024417,0.1323392,-0.1566832,-0.4845581
8.115802,1.085678,1.071267,0.7018409,0.1325187,-0.1574729,-0.4839979
8.146378,1.085126,1.070872,0.7011094,0.1332664,-0.158225,-0.484042
8.187602,1.085261,1.070545,0.6999073,0.1347381,-0.1578099,-0.484169
8.22815,1.085003,1.070329,0.6981792,0.1350696,-0.1586462,-0.4848787
8.250783,1.085488,1.07025,0.6975187,0.1347533,-0.1593449,-0.4848745
8.27495,1.086167,1.07027,0.6970677,0.1341234,-0.1601194,-0.4841167
8.296885,1.086795,1.070088,0.6964306,0.1338677,-0.1603097,-0.4836806
8.318021,1.087577,1.069886,0.696215,0.1337719,-0.1598353,-0.4837522
8.343158,1.088351,1.069458,0.6960773,0.1334934,-0.1590247,-0.484344
8.36464,1.089473,1.069084,0.6961161,0.1338985,-0.1580213,-0.4849139
8.386365,1.090543,1.068503,0.6960981,0.1341672,-0.1566892,-0.485239
8.409792,1.091901,1.067928,0.6960335,0.1340201,-0.1549919,-0.484383
8.433142,1.093398,1.067661,0.6960155,0.1337065,-0.1540485,-0.4838528
8.454723,1.094794,1.067505,0.6960535,0.1332683,-0.1538677,-0.4836354
8.477295,1.095654,1.067561,0.6958435,0.1323603,-0.1544074,-0.4834146
8.49867,1.096556,1.067511,0.6955485,0.1313365,-0.1551759,-0.4829872
8.520917,1.097578,1.067751,0.6954572,0.1307929,-0.1564995,-0.4825113
8.543009,1.098001,1.068083,0.695439,0.1310453,-0.1593799,-0.4825679
8.564378,1.097584,1.068292,0.6945122,0.1319187,-0.1626741,-0.481886
8.585999,1.096991,1.068586,0.6935631,0.1322692,-0.1668595,-0.4796355
8.607628,1.095866,1.069392,0.6920667,0.1328122,-0.1729026,-0.4776132
8.628917,1.094649,1.070222,0.6905463,0.1347963,-0.1778873,-0.4792113
8.650452,1.093257,1.070885,0.6889374,0.1372271,-0.1824375,-0.4820177
8.671655,1.090997,1.071277,0.686729,0.1406031,-0.1874994,-0.4860186
8.694305,1.087461,1.071476,0.6837412,0.1441288,-0.1946151,-0.487058
8.715658,1.083364,1.071822,0.6801538,0.1472098,-0.2033134,-0.4852979
8.736975,1.079252,1.071986,0.6766324,0.1508471,-0.2105999,-0.4873788
8.758412,1.075209,1.071848,0.6730907,0.1561169,-0.2156098,-0.4916597
8.780326,1.070267,1.071283,0.6693561,0.1628086,-0.2183487,-0.4969789
8.802229,1.067749,1.070863,0.6674995,0.1662941,-0.2196528,-0.4996721
8.824575,1.062153,1.069742,0.6636863,0.1723407,-0.2230358,-0.5048719
8.846375,1.056573,1.068562,0.6600837,0.1773255,-0.2264241,-0.5088221
8.868071,1.051449,1.067542,0.6559179,0.1792905,-0.2292264,-0.5201603
8.889552,1.045302,1.066157,0.6526721,0.1824989,-0.230572,-0.5305934
8.911706,1.039237,1.06415,0.6495717,0.1879311,-0.2283169,-0.5389637
8.933267,1.032996,1.061604,0.6461208,0.1947647,-0.2261873,-0.5477624
8.95436,1.025897,1.059413,0.6428692,0.2005487,-0.2240253,-0.5556429
8.976173,1.019079,1.057345,0.639796,0.2055458,-0.2210216,-0.5660135
8.999062,1.012271,1.055387,0.6367012,0.2097899,-0.2171581,-0.5814632
9.0202,1.005301,1.053837,0.6332541,0.2119402,-0.2161706,-0.593723
9.041457,0.9978633,1.052307,0.6299305,0.2126657,-0.2169228,-0.6062382
9.062922,0.9902499,1.051042,0.6269357,0.2122731,-0.2182639,-0.620547
9.084148,0.9830403,1.048929,0.6236157,0.2104924,-0.2187998,-0.6290067
9.105549,0.9755807,1.046038,0.620515,0.210661,-0.2166053,-0.633996
9.127596,0.9689615,1.04285,0.6174455,0.2117337,-0.2115404,-0.6441395
9.148545,0.9617143,1.039531,0.6140323,0.2135002,-0.2073068,-0.6566091
9.169906,0.9551103,1.037107,0.6105608,0.2098339,-0.2049641,-0.6650864
9.191178,0.9489768,1.035105,0.6069901,0.2031108,-0.2040604,-0.6730191
9.212694,0.9457836,1.033809,0.6050379,0.2008593,-0.2030626,-0.6774262
9.235198,0.9389629,1.030479,0.6007905,0.2029679,-0.2003682,-0.6887959
9.256972,0.9323473,1.026981,0.5966363,0.2053084,-0.1970368,-0.6970652
9.279037,0.9264159,1.023913,0.5921693,0.2014401,-0.1946754,-0.6986536
9.300581,0.920213,1.020968,0.5872304,0.1978316,-0.1939371,-0.7036464
9.322058,0.9136062,1.018343,0.5823023,0.1960741,-0.1939672,-0.7068993
9.3444,0.9073339,1.015308,0.5774109,0.195561,-0.1904831,-0.7089841
9.366504,0.9010992,1.012497,0.572353,0.196812,-0.1863041,-0.7117006
9.387875,0.8951967,1.010183,0.5673811,0.1973504,-0.1831942,-0.716213
9.409431,0.889379,1.008361,0.5624573,0.1982124,-0.1793818,-0.7229837
9.430937,0.8833804,1.006946,0.5577885,0.1972194,-0.177997,-0.7263482
9.45219,0.8775146,1.005989,0.5536319,0.1935868,-0.1774698,-0.7280326
9.47383,0.8715336,1.004919,0.5499251,0.1913336,-0.177128,-0.7300335
9.494919,0.8655179,1.003596,0.5468862,0.1899716,-0.1763294,-0.7314664
9.516679,0.860431,1.003087,0.5442997,0.1857173,-0.174749,-0.7326488
9.537713,0.8557496,1.002523,0.5424666,0.179314,-0.1729152,-0.7359106
9.559909,0.8513954,1.001534,0.5410173,0.1754023,-0.1698518,-0.7402113
9.580952,0.8471377,0.9997786,0.5400056,0.17294,-0.1669587,-0.7390841
9.602329,0.8423333,0.9979606,0.5389616,0.1709953,-0.1671769,-0.7361804
9.623692,0.8400774,0.9970778,0.5383449,0.1693002,-0.1670871,-0.7355517
9.645338,0.8357208,0.9951624,0.5377424,0.1664272,-0.1661464,-0.7354329
9.668023,0.8319769,0.9936101,0.5373987,0.1627649,-0.1653296,-0.7321786
9.697461,0.8276813,0.9928066,0.5369887,0.1550712,-0.1691744,-0.7321249
9.72663,0.8240519,0.9924445,0.5373108,0.1496452,-0.1708524,-0.7300619
9.748713,0.822288,0.9926938,0.5377264,0.1470346,-0.1711188,-0.7333932
9.771962,0.8209209,0.9926773,0.5381666,0.1448279,-0.1704368,-0.7342804
9.794081,0.8200684,0.9929723,0.5384718,0.1410568,-0.1691965,-0.733406
9.816016,0.8198359,0.9945816,0.5383627,0.1342472,-0.1710184,-0.7331622
9.837489,0.8194351,0.9972643,0.5377426,0.1296635,-0.1769561,-0.7369148
9.85883,0.8182878,0.9985425,0.5371003,0.1300951,-0.1799643,-0.739678
9.880135,0.8172691,0.9986981,0.5360533,0.1331452,-0.1779744,-0.7417867
9.901469,0.8166862,0.9985545,0.5353622,0.1343771,-0.1771163,-0.7428752
9.922953,0.8154485,0.9982799,0.5340428,0.1365012,-0.1781331,-0.7429838
9.943862,0.8136055,0.9978285,0.531975,0.1360996,-0.1796709,-0.7410089
9.96533,0.8118842,0.9973751,0.5306567,0.1350472,-0.1812634,-0.7390839
9.987632,0.8102219,0.9970063,0.5297327,0.1360008,-0.1829104,-0.7380177
10.00892,0.8086932,0.9960896,0.5292981,0.1390001,-0.1822813,-0.7382857
10.03127,0.807723,0.9952103,0.5292647,0.1405022,-0.1784296,-0.739114
10.05226,0.807333,0.9940065,0.529762,0.1411719,-0.1727406,-0.7401733
10.07379,0.8067393,0.9932873,0.5305169,0.1402879,-0.1691829,-0.7403224
10.09653,0.8060234,0.9930747,0.5312924,0.1388651,-0.1692397,-0.7394491
10.11865,0.8053076,0.9927,0.5319717,0.1383675,-0.1690516,-0.7404502
10.14148,0.8048131,0.9921186,0.5331513,0.1392238,-0.1664286,-0.741225
10.16288,0.8044345,0.9908845,0.5344399,0.142248,-0.161784,-0.7423346
10.18449,0.8041568,0.9899822,0.5354245,0.1442213,-0.1589797,-0.7436832
10.20771,0.8039098,0.9901102,0.5363051,0.1438223,-0.1589153,-0.7417817
10.2297,0.8037148,0.9904821,0.5370591,0.1430954,-0.1615441,-0.7427588
10.25147,0.8031847,0.9911973,0.537241,0.1448382,-0.1647929,-0.744468
10.27316,0.8026466,0.9917694,0.5373409,0.1480112,-0.1666577,-0.746427
10.29474,0.8022377,0.9923699,0.5378217,0.1490133,-0.1677875,-0.7464064
10.31578,0.8022342,0.9933008,0.5384142,0.148175,-0.1692499,-0.7443527
10.33704,0.8027003,0.9939586,0.5389125,0.1457948,-0.1698431,-0.7444717
10.35827,0.8028877,0.9947035,0.5392895,0.1431011,-0.1709677,-0.7434109
10.37914,0.802773,0.9951247,0.539602,0.1418515,-0.1714393,-0.7428575
10.4539,0.8032894,0.9948924,0.540576,0.1461072,-0.164714,-0.7425706
10.47814,0.8032687,0.9955478,0.5408483,0.1449779,-0.1656089,-0.7416303
10.50145,0.8037257,0.9962368,0.5409608,0.1443213,-0.1662105,-0.7407335
10.54107,0.8051298,0.9968306,0.5408683,0.14448,-0.1636918,-0.7394644
10.56525,0.8052368,0.9966828,0.5403657,0.1476225,-0.1623326,-0.7401989
10.58993,0.8055024,0.9969709,0.539886,0.1488656,-0.1617164,-0.7403836
10.61712,0.8059537,0.9978768,0.53894,0.1471455,-0.1631599,-0.7383807
10.64122,0.805865,0.9992839,0.5388322,0.1465612,-0.1662533,-0.7388981
10.66507,0.8055778,1.000206,0.5382464,0.1482814,-0.1676621,-0.7384896
10.69037,0.8056428,1.001529,0.5374457,0.1509898,-0.1661239,-0.7410805
10.71461,0.8054299,1.002892,0.5368733,0.149762,-0.1669275,-0.7403488
10.73805,0.8056138,1.004683,0.5366683,0.1492934,-0.1661586,-0.741937
10.76129,0.8053336,1.006197,0.5365577,0.1494087,-0.1655878,-0.742488
10.7839,0.8053343,1.00778,0.5363393,0.1495058,-0.1663591,-0.7417033
10.80706,0.8056293,1.009345,0.5365574,0.1485032,-0.1662332,-0.7429821
10.8295,0.8054945,1.010611,0.5366447,0.1464002,-0.1655365,-0.7422233
10.85171,0.8058782,1.011561,0.5366278,0.1456929,-0.1647425,-0.7403175
10.87435,0.806468,1.012017,0.5366588,0.1461806,-0.1642138,-0.7381905
10.89785,0.807065,1.012829,0.5367919,0.144777,-0.1642807,-0.7376016
10.92056,0.8075011,1.013391,0.5368805,0.1441041,-0.1638447,-0.737378
10.94407,0.8081682,1.013935,0.5370528,0.1438246,-0.1619331,-0.7378718
10.96767,0.8087234,1.014399,0.537267,0.1428196,-0.1610775,-0.7355493
10.99077,0.8097811,1.014928,0.537141,0.1402472,-0.1597597,-0.7305432
11.01384,0.8106754,1.016021,0.5370901,0.1379076,-0.1599392,-0.7286011
11.03708,0.8113527,1.017111,0.5368764,0.1374217,-0.1605689,-0.7279387
11.06098,0.8115709,1.018573,0.5365301,0.1364092,-0.162995,-0.7233556
11.08398,0.8117566,1.020408,0.5363963,0.1347829,-0.1654272,-0.7175241
11.10808,0.8116477,1.022384,0.5359125,0.1334188,-0.1685361,-0.7093338
11.13072,0.8119841,1.025068,0.5354781,0.1299666,-0.1724241,-0.702953
11.1538,0.8129184,1.02826,0.5351521,0.1250903,-0.1734473,-0.7008443
11.17629,0.8136988,1.031191,0.5351449,0.1224133,-0.1734782,-0.6946082
11.19855,0.8134127,1.033581,0.534971,0.122192,-0.1749404,-0.6817536
11.22164,0.813447,1.036501,0.5347042,0.1212494,-0.1760821,-0.668367
11.24455,0.8148193,1.039974,0.5345522,0.117979,-0.1733504,-0.6640368
11.2681,0.8162754,1.045692,0.5340641,0.115622,-0.1722068,-0.6569927
11.29105,0.8172603,1.050593,0.5335068,0.110126,-0.1723654,-0.6461027
11.31516,0.8179832,1.055616,0.5328419,0.1067069,-0.1727678,-0.6354406
11.33786,0.8182545,1.06083,0.5317491,0.1054123,-0.1733939,-0.6317748
11.36123,0.8181715,1.066693,0.5306652,0.1026136,-0.1755107,-0.6228775
11.38547,0.8177361,1.072601,0.5295773,0.09883273,-0.1773146,-0.610639
11.40921,0.8164496,1.078124,0.5283487,0.09723404,-0.1782598,-0.5944782
11.43304,0.8145354,1.084378,0.5268495,0.09532975,-0.1808715,-0.5857405
11.45628,0.812264,1.090353,0.5250255,0.09332062,-0.1835726,-0.5722092
11.47993,0.8097098,1.099565,0.5233246,0.08565379,-0.1836499,-0.5453913
11.50353,0.8076653,1.10628,0.5223067,0.08060358,-0.1836753,-0.5316059
11.52815,0.8050439,1.112173,0.5211254,0.08012678,-0.1817142,-0.5157068
11.55201,0.8022699,1.118502,0.5198661,0.07699933,-0.1787791,-0.5033933
11.57614,0.7989535,1.125837,0.5184515,0.06906963,-0.1809312,-0.489603
11.59923,0.7953556,1.133536,0.516988,0.06054743,-0.1810694,-0.4773411
11.62273,0.7918773,1.140118,0.515512,0.05594923,-0.1755879,-0.4637894
11.6465,0.7858644,1.150161,0.5137203,0.0535349,-0.1702205,-0.4558606
11.66993,0.7809522,1.156928,0.5117562,0.04901043,-0.1685597,-0.4457933
11.69357,0.7758446,1.163534,0.5089389,0.04444801,-0.1653019,-0.4379495
11.71747,0.7698474,1.170614,0.5060796,0.03946346,-0.1638846,-0.4300315
11.74187,0.7636538,1.176666,0.5033123,0.03723385,-0.1599112,-0.4228275
11.76503,0.7563629,1.182143,0.500144,0.04058539,-0.1563407,-0.4202865
11.78902,0.7486515,1.187786,0.4968784,0.04120357,-0.1558689,-0.418719
11.81335,0.7372043,1.197155,0.491397,0.03321188,-0.155022,-0.4124254
11.83732,0.7280955,1.203591,0.4874159,0.02657238,-0.1559977,-0.4046476
11.8609,0.7181795,1.209909,0.4832914,0.02260741,-0.158157,-0.4022077
11.88445,0.7078574,1.215689,0.4790628,0.02247752,-0.1613352,-0.4042815
11.90747,0.6972768,1.220794,0.4747609,0.02327001,-0.161765,-0.405774
11.9307,0.6866479,1.225832,0.470489,0.02118966,-0.1612509,-0.4048862
11.95502,0.6758709,1.231367,0.4664316,0.01607254,-0.1628219,-0.402301
11.97764,0.6646488,1.236893,0.4624298,0.008619582,-0.1659779,-0.3963742
12.00076,0.6533859,1.241343,0.4587028,0.005567263,-0.1652765,-0.3956195
12.0232,0.6359587,1.245419,0.4538006,0.01358221,-0.1628098,-0.3990655
12.04615,0.6232653,1.248301,0.4503543,0.01505083,-0.1648757,-0.4003355
12.06953,0.6106544,1.251973,0.4470204,0.01063204,-0.1674818,-0.3956521
12.09256,0.5981796,1.255434,0.4441596,0.006891299,-0.1677964,-0.391614
12.11499,0.5850496,1.258087,0.4411594,0.009182901,-0.1701929,-0.3910174
12.13829,0.5724545,1.260284,0.4388909,0.0126724,-0.1709873,-0.3915982
12.1626,0.559612,1.263834,0.4369677,0.01135516,-0.1743643,-0.3926548
12.18629,0.5461473,1.26817,0.4344579,0.002176826,-0.1797513,-0.3878367
12.21521,0.5255549,1.272941,0.4315201,-0.007174163,-0.1842524,-0.3794452
12.24449,0.5119464,1.274945,0.4304829,-0.007121001,-0.1848877,-0.3765396
12.29737,0.4754925,1.276187,0.4281398,-0.002290242,-0.1918922,-0.3711163
12.32228,0.4613557,1.276766,0.4277394,-0.005371094,-0.1919804,-0.3666132
12.34775,0.4397855,1.276774,0.4274858,-0.007052665,-0.193131,-0.3617377
12.37306,0.4251022,1.276154,0.4276912,-0.004952506,-0.1941887,-0.3587171
12.39698,0.4107332,1.274931,0.4284647,-0.001760523,-0.192717,-0.3574319
12.42374,0.3898346,1.272333,0.4293289,0.004391139,-0.1881277,-0.3557263
12.44761,0.3757319,1.271337,0.4296702,0.005373868,-0.1877642,-0.3527716
12.47089,0.3624792,1.27034,0.4297466,0.0035295,-0.1865199,-0.3485691
12.4948,0.3497949,1.268532,0.4293085,0.006500746,-0.1841557,-0.3446527
12.51804,0.3367202,1.266028,0.4293905,0.01306381,-0.1813261,-0.3425498
12.54131,0.3244636,1.264297,0.4293336,0.01699147,-0.1798294,-0.3408787
12.56548,0.3126957,1.263093,0.4295597,0.01559732,-0.1798944,-0.3365363
12.58979,0.2960804,1.260892,0.4303412,0.014851,-0.1776444,-0.3317237
12.61298,0.285218,1.258888,0.4301639,0.0143343,-0.1751635,-0.3281064
12.63701,0.2745657,1.256608,0.4297016,0.01579479,-0.1746667,-0.3252323
12.6615,0.2637186,1.254241,0.4287091,0.01740647,-0.1755515,-0.3210937
12.68668,0.2535744,1.252033,0.4280424,0.01486353,-0.1776337,-0.3145874
12.71077,0.2440634,1.249955,0.4273297,0.01225211,-0.1785731,-0.3099588
12.73503,0.2304051,1.245082,0.4265268,0.01343384,-0.1770065,-0.3015772
12.75902,0.2204912,1.241504,0.4258851,0.01615438,-0.1790791,-0.2984609
12.784,0.2116616,1.237917,0.4261582,0.01511061,-0.1784281,-0.292991
12.81135,0.2038875,1.234424,0.4267355,0.01215627,-0.1757236,-0.2864913
12.8364,0.193187,1.227551,0.4280982,0.01360194,-0.1677068,-0.2796213
12.86124,0.1860878,1.22221,0.4285439,0.01516229,-0.163247,-0.2726234
12.88481,0.1789994,1.216923,0.4293672,0.01536923,-0.1611274,-0.2656259
12.90972,0.1722374,1.211786,0.4302503,0.01283887,-0.1611723,-0.2571415
12.93378,0.1640949,1.202756,0.4321623,0.0118339,-0.1544449,-0.2423285
12.95811,0.1586506,1.196434,0.4335595,0.01403225,-0.1514883,-0.2343326
12.98338,0.1540663,1.189879,0.4346346,0.01644555,-0.1476685,-0.225848
13.00825,0.1495113,1.183694,0.4350346,0.01775483,-0.1447549,-0.2159976
13.03443,0.1436322,1.17618,0.4356103,0.01353,-0.1426733,-0.2010736
13.05981,0.1406777,1.171966,0.4360194,0.009290987,-0.1402026,-0.1924827
13.08565,0.1368272,1.166902,0.4362221,0.00937163,-0.1397006,-0.1859264
13.11172,0.1313746,1.159047,0.4355489,0.01202005,-0.1393645,-0.1767143
13.13756,0.1276255,1.154653,0.4357758,0.01122848,-0.140523,-0.1700156
13.16286,0.1242666,1.150505,0.436594,0.009665935,-0.1403784,-0.1617609
13.18818,0.1217508,1.146234,0.4375825,0.008364267,-0.1384093,-0.1536771
13.2136,0.1187837,1.139543,0.4396061,0.008488934,-0.1331874,-0.14023
13.23981,0.1163371,1.134659,0.4410053,0.01168564,-0.1324826,-0.134905
13.26537,0.1131105,1.130107,0.4424628,0.01394062,-0.135558,-0.1295467
13.28971,0.1087782,1.12523,0.4446971,0.007922355,-0.139227,-0.1159917
13.32004,0.1068263,1.123354,0.4469156,0.002142325,-0.1415462,-0.1084865
13.35118,0.104773,1.119714,0.4509158,0.002786307,-0.1378326,-0.1015922
13.38361,0.1027904,1.116366,0.4556916,0.003794011,-0.135096,-0.0946833
13.41821,0.0993619,1.113356,0.4597088,0.003347488,-0.1386675,-0.08635955
13.45418,0.09523129,1.111409,0.4638231,0.003474182,-0.1478182,-0.0817534
13.48932,0.09264827,1.110484,0.4706426,0.003190218,-0.144078,-0.07662001
13.5255,0.0897162,1.109733,0.4760904,0.004157566,-0.1418342,-0.07220045
13.57511,0.08327389,1.109058,0.4812788,0.00641305,-0.1506257,-0.06672413
13.61055,0.07964301,1.108981,0.4846272,0.007981383,-0.1523759,-0.06421863
13.64553,0.07701349,1.108854,0.4893836,0.008439641,-0.1454439,-0.05920373
13.68274,0.07255268,1.105307,0.4912196,0.01503151,-0.1502627,-0.04330469
13.7214,0.06566429,1.09904,0.4914398,0.03048851,-0.1657874,-0.01284989
13.75135,0.05914235,1.095319,0.4894584,0.04034567,-0.180071,-0.004465171
13.7829,0.05194688,1.094308,0.4860275,0.04381372,-0.1940293,-0.003548448
13.81342,0.04767942,1.095831,0.4834628,0.04308148,-0.1936644,-0.006306442
13.83974,0.04320097,1.09693,0.4814732,0.04006287,-0.1951136,0.00270765
13.86509,0.03848314,1.09861,0.4779944,0.03604797,-0.2027959,0.009962763
13.89155,0.02916479,1.101688,0.4718771,0.03166966,-0.2222291,0.0101311
13.91669,0.02198362,1.103738,0.4667554,0.03223211,-0.2382683,0.01231278
13.94186,0.0152514,1.105206,0.4616711,0.03077746,-0.2525408,0.02463372
13.96774,0.005422115,1.106198,0.453494,0.03647105,-0.2734136,0.03734434
13.99288,-0.0005087852,1.107318,0.4473814,0.0475313,-0.2843051,0.03030099
14.01805,-0.005371094,1.109536,0.4406197,0.05392442,-0.2942,0.0162679
14.04478,-0.01413131,1.114494,0.426675,0.05067021,-0.3309849,0.01236229
14.07003,-0.01989698,1.118653,0.4162983,0.04069576,-0.3552546,0.01760692
14.0972,-0.02413702,1.123437,0.4057369,0.03188209,-0.3761427,0.01795056
14.12419,-0.02804565,1.131488,0.3876021,0.02432448,-0.4072207,0.002247553
14.14994,-0.02902031,1.135479,0.3751135,0.02704457,-0.4289337,-0.009538685
14.17516,-0.02890706,1.139117,0.3620303,0.02710291,-0.4494462,-0.01175303
14.20035,-0.02630568,1.146921,0.3412998,0.02332597,-0.482615,-0.02157643
14.22526,-0.02275753,1.153621,0.3264545,0.02599739,-0.5059618,-0.04190116
14.24951,-0.01595163,1.160413,0.3119137,0.03037847,-0.5262195,-0.05794632
14.27365,-0.007271528,1.166787,0.2982708,0.02981816,-0.5429842,-0.06681363
14.29919,0.00335145,1.174703,0.2847742,0.02226805,-0.5570685,-0.07394308
14.32301,0.02384448,1.187497,0.2675362,0.03118652,-0.5732144,-0.1105336
14.3471,0.0405159,1.196568,0.2563056,0.03204887,-0.5849893,-0.1297589
14.3722,0.0591526,1.206006,0.2455252,0.02859287,-0.5959905,-0.1450075
14.39667,0.07942748,1.216157,0.236039,0.02706275,-0.60452,-0.1666726
14.42124,0.1004598,1.225777,0.2281777,0.02842981,-0.6100873,-0.1925419
14.44703,0.1334097,1.237464,0.2192293,0.03539524,-0.6160251,-0.2246455
14.47237,0.1545551,1.244077,0.2138969,0.0439203,-0.6251704,-0.2429603
14.4974,0.1749301,1.249801,0.2114882,0.05386732,-0.6312013,-0.2615533
14.52361,0.2046528,1.256737,0.2153167,0.05942117,-0.6236849,-0.2871649
14.54868,0.2232487,1.260456,0.2193079,0.06155274,-0.6149838,-0.3020317
14.57362,0.241292,1.263313,0.2257364,0.05167887,-0.6065926,-0.3076057
14.59756,0.2575102,1.266083,0.2316669,0.03408746,-0.6094841,-0.3024329
