T,Elapsed,Simulate
314,0.0237317,0.01672935
315,0.0240099,0.01575112
316,0.0233715,0.01596141
317,0.0242097,0.01725101
318,0.024005,0.01652431
319,0.0242027,0.01630211
320,0.0240834,0.01581049
321,0.0238932,0.01798892
322,0.0249145,0.01812148
323,0.0236698,0.01661301
324,0.0230637,0.01652455
325,0.0242082,0.0166328
326,0.0249691,0.01785707
327,0.0259595,0.0170033
328,0.0247128,0.01659775
329,0.024037,0.01546097
330,0.0245592,0.01618171
331,0.0236832,0.01668644
332,0.0241098,0.01661944
333,0.024801,0.01609039
334,0.0230299,0.01751518
335,0.0239666,0.01733398
336,0.02448931,0.01689196
337,0.0236492,0.01676655
338,0.0238059,0.01725245
339,0.02464,0.01708174
340,0.0239478,0.01707983
341,0.02338189,0.01686621
342,0.023919,0.01798439
343,0.0254451,0.01673031
344,0.0252455,0.01763868
345,0.0235967,0.01661134
346,0.0240563,0.01725721
347,0.0243516,0.01808405
348,0.0249841,0.01731181
349,0.0241858,0.01877856
350,0.0259354,0.01795697
351,0.0251223,0.01731825
352,0.0248969,0.01712632
353,0.0235174,0.01679516
354,0.0239352,0.0169909
