T,Elapsed,Simulate
89,0.0275654,0.01302862
90,0.0256501,0.01233602
91,0.0272882,0.01236057
92,0.02786049,0.01184082
93,0.0278487,0.01349759
94,0.0290366,0.01357603
95,0.0281225,0.01157522
96,0.027174,0.01215982
97,0.027477,0.01223397
98,0.0265188,0.01221132
99,0.0266379,0.01398945
100,0.028714,0.01213503
101,0.0272327,0.01308727
102,0.0277083,0.01161814
103,0.026655,0.01112485
104,0.0266817,0.01263833
105,0.0283987,0.0125463
106,0.0277476,0.01275373
107,0.0270163,0.01453638
108,0.0289787,0.01253724
109,0.0278839,0.01232266
110,0.0274091,0.01262498
111,0.0273499,0.01178479
112,0.0274555,0.01208472
113,0.0277407,0.01207876
114,0.0278673,0.01356745
115,0.0279141,0.01220918
116,0.0273851,0.01203918
117,0.027249,0.01167417
118,0.0276668,0.01256084
119,0.0273551,0.01205015
120,0.0267934,0.01259303
121,0.0269255,0.01351881
122,0.0352555,0.01207042
123,0.0313568,0.01357126
124,0.0515191,0.01132941
125,0.0279737,0.01235914
126,0.0281662,0.01226163
127,0.027574,0.01257944
128,0.0266817,0.01293278
129,0.0292761,0.01200032
130,0.0275612,0.01241446
131,0.0271224,0.01310182
132,0.0273231,0.01186514
133,0.02737569,0.01260352
134,0.0280452,0.01259565
135,0.0276895,0.0125761
136,0.0277653,0.01207137
137,0.0269133,0.01296735
138,0.0273208,0.01154232
139,0.0279218,0.01256275
140,0.0271706,0.01241398
141,0.027309,0.0126102
142,0.0271315,0.01363611
143,0.0452498,0.01159358
144,0.0293929,0.01319194
145,0.02713691,0.01309061
146,0.0273665,0.01212764
147,0.0269159,0.01273942
148,0.0282121,0.0126977
149,0.0276986,0.01220918
150,0.0269735,0.01242995
151,0.0276977,0.01279306
152,0.0271137,0.01216531
153,0.0271522,0.01284552
154,0.03124831,0.0119741
155,0.0281699,0.01306915
156,0.0265996,0.01153517
157,0.0278887,0.01207304
158,0.0293722,0.01318264
159,0.02896589,0.01357675
160,0.0279767,0.01162434
161,0.026665,0.01157045
162,0.0272757,0.01223254
163,0.0277822,0.01162124
164,0.0275285,0.01214886
165,0.0272255,0.01361895
166,0.0280534,0.01275802
167,0.0273109,0.01279354
168,0.0270378,0.0125494
169,0.0273815,0.01241803
170,0.0269953,0.01309943
171,0.0271039,0.01260567
172,0.0272036,0.01182818
173,0.0280721,0.01229954
174,0.027621,0.01275349
175,0.0266774,0.01175261
176,0.0279361,0.01154828
177,0.027418,0.01162052
178,0.0272198,0.01409626
179,0.0287882,0.01206636
180,0.0269549,0.01210141
181,0.0271918,0.01268554
182,0.0266677,0.01206112
183,0.0272912,0.01187706
184,0.0289651,0.0118196
185,0.0267388,0.01264787
186,0.0277304,0.01213813
187,0.0273442,0.01247716
188,0.0275035,0.01264858
189,0.0279751,0.01243138
190,0.0278231,0.0120225
191,0.0272248,0.01180744
192,0.02765509,0.01315141
193,0.0337981,0.01247573
194,0.0317729,0.01245499
195,0.0487168,0.01238179
196,0.0278433,0.01273441
197,0.0278449,0.01281166
198,0.02717781,0.01227856
199,0.0282002,0.01129913
200,0.02729349,0.01256061
201,0.02846801,0.01360846
202,0.02923369,0.01170397
203,0.0266612,0.01180172
204,0.0267369,0.01258397
205,0.0287303,0.0111115
206,0.0280032,0.01230764
207,0.0283377,0.01175737
208,0.0271725,0.01225424
209,0.0266634,0.01343274
210,0.0272063,0.01347089
211,0.0311678,0.01123381
