T,Elapsed,Simulate
72,0.0456115,0.01890779
73,0.0499521,0.02058387
74,0.0473147,0.01922059
75,0.0464644,0.0209856
76,0.0550355,0.02019382
77,0.0481921,0.01971316
78,0.0468301,0.02008224
79,0.04810239,0.01981664
80,0.0468271,0.01821041
81,0.0526018,0.020051
82,0.0464869,0.01818442
83,0.046011,0.01984525
84,0.0469004,0.01809812
85,0.0424423,0.01978207
86,0.0525227,0.0234282
87,0.0473296,0.01753306
88,0.0520744,0.03231263
89,0.0701589,0.02083278
90,0.0560031,0.01861787
91,0.046188,0.01860952
92,0.04370391,0.01997995
93,0.0598566,0.02072406
94,0.0535325,0.02011466
95,0.0524544,0.02518344
96,0.0566221,0.02090764
97,0.0470246,0.01916718
98,0.0587211,0.01985073
99,0.0469588,0.02004504
100,0.0462384,0.02035356
101,0.0517677,0.02044487
102,0.0588364,0.01976776
103,0.04772549,0.01990557
104,0.0484851,0.02015257
105,0.0505995,0.02193713
106,0.0571164,0.02021861
107,0.0471838,0.01815152
108,0.04728,0.02084255
109,0.0486055,0.01969314
110,0.0556736,0.01996112
111,0.0461683,0.01859593
112,0.0431559,0.0181725
113,0.0438236,0.01982164
114,0.0444768,0.01845694
115,0.0541045,0.01918006
116,0.0461232,0.02021408
117,0.0464715,0.02075171
118,0.0477396,0.01958919
119,0.0464685,0.01937771
120,0.055829,0.01878834
121,0.0511959,0.02193308
122,0.0601789,0.01813745
123,0.0559512,0.01971269
124,0.05943,0.01877952
125,0.07136901,0.01845121
126,0.06402189,0.01925707
127,0.0475802,0.01918936
128,0.0556729,0.0198698
129,0.0442493,0.0181632
130,0.0460387,0.01948929
131,0.0462236,0.01916647
132,0.05167389,0.0206399
133,0.0607496,0.01973844
134,0.047128,0.019804
135,0.0481046,0.01963902
136,0.0521401,0.01992345
137,0.0600483,0.02116323
138,0.0476022,0.01824021
139,0.0448184,0.01880169
140,0.0463307,0.01720977
141,0.0430801,0.01912904
142,0.051316,0.01928616
143,0.04517839,0.01863384
144,0.0661244,0.01804948
145,0.0491249,0.0196631
146,0.0575609,0.01979971
147,0.0450689,0.01775527
148,0.0444657,0.0181601
149,0.0463056,0.01862693
150,0.0440669,0.02122068
151,0.0550213,0.01961303
152,0.0458233,0.01808953
153,0.0454183,0.01794457
154,0.0428854,0.01821971
155,0.0427677,0.02044845
156,0.0527768,0.01701522
157,0.04366039,0.0196445
158,0.0520997,0.01746464
159,0.0433474,0.01710439
160,0.0439665,0.01685238
161,0.0511636,0.01817608
162,0.0494922,0.02183366
163,0.0536877,0.02106452
164,0.05219061,0.0197413
165,0.0597542,0.01865792
166,0.0525606,0.02040529
167,0.0468232,0.02116871
168,0.0479988,0.02104759
169,0.0553233,0.01653671
170,0.0458221,0.02369761
171,0.0515001,0.01940155
172,0.0476503,0.01981664
173,0.05632171,0.01758671
174,0.0490458,0.01950073
175,0.0482039,0.01884651
176,0.05016,0.02018023
177,0.057376,0.01973081
178,0.04632819,0.01842809
179,0.0449822,0.01872611
180,0.0455133,0.01814032
181,0.0432351,0.01969218
182,0.0496478,0.01837873
183,0.0502728,0.02390552
184,0.0521789,0.01904464
185,0.0472017,0.0203073
186,0.0494255,0.02126265
187,0.0581634,0.02202821
188,0.0503837,0.02068877
189,0.0474748,0.01918912
190,0.0511627,0.01964569
191,0.06468429,0.01810169
192,0.0458509,0.01968551
193,0.0497928,0.01888442
194,0.05040731,0.01871443
195,0.0733453,0.01844215
196,0.0493787,0.01910901
197,0.0702961,0.02032542
198,0.0751294,0.02077961
199,0.0606981,0.02074885
200,0.0465308,0.01973486
201,0.0456026,0.01968145
202,0.047327,0.01821065
203,0.0535765,0.01767921
204,0.0441881,0.01761556
205,0.04614159,0.01871872
206,0.0464337,0.01712275
207,0.0474368,0.01919055
208,0.05403151,0.01813102
209,0.0444803,0.0189538
210,0.04434869,0.01870251
211,0.0465359,0.01767683
212,0.0460085,0.01766372
213,0.053241,0.01914382
214,0.0485738,0.01905847
215,0.0475764,0.01984501
216,0.0474042,0.02029324
217,0.0460201,0.01888871
218,0.05113081,0.01823902
219,0.044147,0.01866603
220,0.0444586,0.01965785
221,0.0646159,0.01927996
222,0.0534402,0.0196507
223,0.0514175,0.0202148
224,0.051131,0.01824594
225,0.0503412,0.02412987
226,0.0553728,0.02043295
227,0.0517294,0.02891302
228,0.0605243,0.01857686
229,0.0425611,0.0181005
230,0.0492517,0.01855493
231,0.0477418,0.02519822
232,0.0512907,0.02019954
233,0.0444252,0.01907921
234,0.044033,0.01803756
235,0.0544028,0.02420616
236,0.0505425,0.01957941
237,0.0506881,0.0204792
238,0.0483542,0.01875997
239,0.0498656,0.01763248
240,0.04389169,0.01783848
241,0.0456098,0.02238464
242,0.0481114,0.02062321
243,0.0470806,0.01991677
244,0.0596978,0.02165413
245,0.0483555,0.01931381
246,0.0483575,0.0220778
247,0.04763421,0.01985168
248,0.0550108,0.01995444
249,0.046667,0.01939464
250,0.0482765,0.01859164
251,0.0434095,0.01749849
252,0.0478237,0.02163315
253,0.0533901,0.01858735
254,0.05027849,0.01867175
255,0.05152681,0.01965857
256,0.05113979,0.0202539
257,0.0594993,0.01809931
258,0.0454018,0.02110052
259,0.0461279,0.01927567
260,0.0441539,0.01760626
261,0.0436507,0.0181787
262,0.0530051,0.01880932
263,0.0468994,0.01992249
264,0.044721,0.0178659
