T,Elapsed,Simulate
150,0.0213958,0.01124239
151,0.018204,0.01162457
152,0.0183081,0.01215696
153,0.0186063,0.0132699
154,0.0205839,0.01158214
155,0.0184187,0.01312447
156,0.0193007,0.01163054
157,0.0190856,0.01328039
158,0.0184216,0.01246786
159,0.0189443,0.01308417
160,0.0192861,0.01158452
161,0.0187797,0.01154256
162,0.0189115,0.01322174
163,0.0200523,0.01343155
164,0.0202446,0.011971
165,0.0179829,0.01280165
166,0.0199399,0.0132587
167,0.019603,0.01174712
168,0.0187018,0.01251626
169,0.0195637,0.01162291
170,0.0182995,0.01141047
171,0.01793739,0.01224232
172,0.0190066,0.01261449
173,0.0189874,0.01309872
174,0.0183685,0.01288557
175,0.0200505,0.01199937
176,0.0191646,0.01265192
177,0.0180409,0.01141167
178,0.0191922,0.0127275
179,0.0188523,0.01183891
180,0.01791,0.01332855
181,0.0198854,0.01259089
182,0.0187911,0.01200223
183,0.0177267,0.01268744
184,0.018545,0.01331687
185,0.0193517,0.01250267
186,0.0184449,0.01217556
187,0.0177838,0.0118072
188,0.0179955,0.01213765
189,0.0188277,0.01151896
190,0.0183274,0.01259398
191,0.0203635,0.01304507
192,0.0181438,0.01233268
193,0.0184213,0.01205587
194,0.0180229,0.01284003
195,0.0187074,0.01319742
196,0.0196842,0.01205707
197,0.0186085,0.01302075
198,0.0198288,0.01324725
199,0.0200298,0.01239038
200,0.0190425,0.01965284
201,0.0274942,0.0122385
202,0.0200444,0.01144862
203,0.0176825,0.01258397
204,0.0177621,0.01078081
205,0.0170622,0.01290226
206,0.0184659,0.01212883
207,0.0178215,0.01207399
208,0.0187804,0.01271939
209,0.0177661,0.01186132
210,0.0181301,0.01195025
211,0.01807241,0.01226163
212,0.01804969,0.01240253
213,0.0179278,0.01175117
214,0.0177722,0.01138425
215,0.0178649,0.01179004
216,0.0181223,0.01283073
217,0.0200849,0.01199412
218,0.0180091,0.01180577
219,0.0177141,0.01244783
220,0.01748,0.0116179
221,0.0179129,0.01062465
222,0.0169967,0.01223254
223,0.01825291,0.01217508
224,0.01843029,0.01262045
225,0.0183674,0.01062655
226,0.0172533,0.0126853
227,0.0177197,0.01231313
228,0.0191473,0.01230907
229,0.0176135,0.01254988
230,0.0185396,0.01115942
231,0.0180555,0.01311994
232,0.0203803,0.01205564
233,0.0187566,0.01204967
234,0.0201341,0.01185942
235,0.019712,0.01321673
236,0.0188015,0.01283526
237,0.0184105,0.01264811
238,0.0189655,0.01334429
239,0.0196234,0.01307559
240,0.0189355,0.01312518
241,0.0183902,0.0119822
242,0.0184541,0.01333475
243,0.0193014,0.01380157
244,0.0206768,0.0120523
245,0.0181185,0.01264048
246,0.0188258,0.0116806
247,0.0185463,0.01206207
248,0.0182811,0.01360822
249,0.02006949,0.01254797
250,0.0197272,0.01174545
251,0.0185055,0.01313806
252,0.0189783,0.01206517
253,0.0192979,0.01255059
254,0.0190291,0.0121026
255,0.0201785,0.01165915
256,0.0185491,0.01243496
257,0.0186837,0.01348925
258,0.0195112,0.01212883
259,0.0192111,0.01223278
260,0.0188246,0.01175857
261,0.0181484,0.01308656
262,0.0194442,0.01214385
263,0.0189278,0.01313519
264,0.018334,0.0125165
265,0.0192396,0.01311731
266,0.0182963,0.01157498
267,0.01877891,0.01131964
268,0.0178044,0.01116347
269,0.0187572,0.01125288
270,0.0184325,0.01171303
271,0.0189591,0.01314044
272,0.0198562,0.01288605
273,0.0180899,0.01169777
274,0.0189693,0.01248384
275,0.0178861,0.01317525
276,0.0188522,0.01184392
277,0.018331,0.01172137
278,0.0186298,0.01129699
279,0.0188613,0.01154923
280,0.0183154,0.01379991
281,0.0206312,0.01231909
282,0.0182846,0.01276422
283,0.018953,0.01307607
284,0.018539,0.01145196
285,0.0187587,0.01258159
286,0.0197609,0.01211786
287,0.018389,0.01128531
288,0.0177117,0.01218772
289,0.0185131,0.01200223
290,0.0180439,0.01274371
291,0.0183602,0.01231885
292,0.0204874,0.0122571
293,0.018406,0.01218295
294,0.0200353,0.01250458
295,0.0188534,0.0133822
296,0.0189233,0.01246762
297,0.0182186,0.01125145
298,0.0182322,0.01330566
299,0.0195506,0.01108313
300,0.0180997,0.01154447
301,0.0177194,0.01132107
302,0.0190762,0.01140213
303,0.0190473,0.01217413
304,0.0185897,0.01271057
305,0.0183721,0.01128149
306,0.0181196,0.01178288
307,0.0182988,0.01232147
308,0.01804491,0.01208067
309,0.0186306,0.01171708
